genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,Fuerza de ventas,churn
Masculino,18,13,Aguascalientes,Prepago,app,101,1,5,13,1.19,2.53,0.68,1.01,2.84,0.65,2.24,0.14,1.71,30.197,Sí
Masculino,26,63,Tamaulipas,Prepago,tienda,692,2,17,0,0,0,0,0,0,0,0,0,0,148.7,No
Masculino,66,63,Baja California,Postpago,tienda,845,14,45,11,0.6,1.89,0.61,0.96,2.03,0.67,1.2,0.91,0.77,186.892,No
Masculino,47,57,San Luis Potosi,Postpago,tienda,685,4,38,23,2.16,5.73,1.46,1.06,3.47,0.3,2.93,0.29,1.8,160.11,Sí
Masculino,20,19,Oaxaca,Postpago,app,825,3,16,43,3.09,9.07,2.41,1.26,9.96,3.41,7.97,0.47,3.34,193.844,Sí
Masculino,30,54,Quintana Roo,Postpago,app,142,1,45,47,2.69,8.3,6.53,0.47,8.21,4.11,9.2,1.45,3.82,66.284,No
Femenino,33,57,Jalisco,Prepago,app,675,7,45,33,4.26,6.73,1.8,0.69,6.38,1.86,3.64,0.93,2.37,164.298,Sí
Masculino,70,22,Guanajuato,Prepago,tienda,302,2,61,6,0.7,1.09,0.43,0.41,1.14,0.39,0.88,0.33,0.63,70.35,No
Femenino,57,20,Morelos,Prepago,tienda,732,12,68,14,0.73,2.19,0.74,0.85,3.42,0.77,2.09,0.87,0.97,160.789,No
Femenino,37,30,Tamaulipas,Prepago,tienda,810,9,70,7,0.78,1.5,0.69,0.27,1.24,0.15,0.73,0.38,0.65,174.017,No
Femenino,22,37,Oaxaca,Prepago,app,695,1,23,13,1.22,2.86,1.28,0.78,2.49,0.35,1.96,0.65,1.41,153.5,Sí
Femenino,37,39,Zacatecas,Prepago,app,962,2,65,22,2.73,4.99,2.07,0.56,5,1.58,2.95,0.86,1.27,214.703,No
Masculino,68,23,Tamaulipas,Postpago,tienda,634,5,50,41,4.94,6.84,2.99,2.51,7.79,0.75,6.64,3.5,5.04,157.35,No
Femenino,26,70,Querétaro,Prepago,tienda,684,11,56,30,3.25,6.03,1.13,2,6.3,2.97,4.66,2.21,1.45,168.1,No
Masculino,66,47,Michoacán,Prepago,app,930,2,19,42,2.86,8.07,3.52,3.79,6.62,4.4,6.08,2.28,2.44,218.618,Sí
Masculino,59,30,Yucatán,Postpago,app,195,11,65,39,2.66,7.02,3.14,1.76,8.08,0.51,5.87,0.59,2.83,68.188,Sí
Femenino,16,66,Chiapas,Postpago,tienda,524,13,59,2,0.13,0.45,0.16,0.03,0.48,0.1,0.2,0.18,0.2,118.829,No
Femenino,18,43,Durango,Prepago,app,924,4,54,36,4.78,6.82,3.17,2.33,5.43,1.25,7.08,1.88,3.01,215.475,Sí
Masculino,28,48,Jalisco,Prepago,tienda,212,3,66,36,1.79,5.85,4.24,3.08,7.82,1.18,6.16,3.08,2.79,74.497,Sí
Masculino,24,48,Quintana Roo,Postpago,tienda,565,6,62,47,4.48,8.57,2.79,2.79,10.25,2.58,8.1,1.69,5.75,151.5,Sí
Masculino,30,27,San Luis Potosi,Prepago,app,785,4,62,36,3.83,6.83,4.34,1.95,5.55,3.68,5.2,1.85,2.77,185.75,No
Femenino,15,7,Colima,Prepago,app,58,4,47,26,2.24,5.38,1.22,1.47,5.23,2.83,5.01,1.1,1.53,30.603,No
Femenino,47,12,Morelos,Postpago,tienda,445,13,40,10,0.59,1.99,0.43,0.16,1.79,0.82,1.1,0.89,1.48,98.575,Sí
Femenino,23,61,Aguascalientes,Postpago,app,247,7,48,29,1.81,5.98,3.23,0.95,4.39,2.01,4.91,2.4,3.32,78.35,Sí
Femenino,55,68,Tlaxcala,Postpago,app,435,1,58,19,1.67,3.54,1.98,0.19,3.49,1.64,2.52,1.32,2.65,111.5,No
Femenino,38,30,Sinaloa,Prepago,tienda,322,7,70,47,3.99,9.22,5.63,1.58,9.46,3.8,7.81,2.1,3.41,100.6,Sí
Masculino,37,46,Puebla,Prepago,tienda,586,10,5,51,6.81,12.51,4.45,1.05,8.66,4.34,5.68,1.78,5.72,154.95,Sí
Masculino,52,31,Tabasco,Postpago,app,773,5,41,5,0.66,0.9,0.46,0.18,1.09,0.1,0.57,0.29,0.6,164.255,No
Femenino,60,9,Hidalgo,Prepago,tienda,716,13,61,27,3.52,5.49,3.62,1.2,6.18,2,3.32,0.27,1.41,163.803,No
Masculino,52,58,Sinaloa,Postpago,tienda,637,2,27,34,4.75,6.16,1.9,0.41,6.06,0.4,4.54,1.98,4.33,156.809,No
Masculino,68,53,Yucatán,Postpago,app,170,3,29,50,6.47,10.6,2.29,0.48,11.95,2.65,6.53,3.27,5.76,73.4,No
Masculino,56,16,Jalisco,Postpago,tienda,906,9,41,37,5.04,8.15,4.45,2,7.47,0.73,4.18,2.76,2.22,207.85,Sí
Masculino,39,22,Nuevo León,Postpago,app,874,13,61,42,5.35,7.23,2.29,3.6,7.34,4.49,7.65,0.96,2.76,206.251,No
Femenino,32,24,Querétaro,Postpago,tienda,560,12,25,0,0,0,0,0,0,0,0,0,0,116.85,No
Masculino,30,62,Nuevo León,Postpago,app,568,8,53,24,2.7,5.61,2.96,1.28,3.66,1.17,2.64,1.48,1.4,139.62,No
Masculino,16,47,Oaxaca,Postpago,app,582,6,32,31,2.99,5.36,3.79,1.4,6.07,3.16,3.74,1.48,3.01,143.65,No
Masculino,37,42,Quintana Roo,Postpago,tienda,279,6,40,43,5.13,8.08,3.49,2.25,8.37,0.96,4.69,4.24,5.8,89.903,No
Masculino,62,11,San Luis Potosi,Postpago,tienda,38,2,22,18,2.25,3.08,1.02,1.38,3.78,0.5,2.8,0.18,1.64,20.739,No
Masculino,59,57,Sonora,Prepago,app,598,13,32,52,5.59,11.24,3.54,3.68,8.03,4.99,7.31,0.98,6.63,160.947,No
Femenino,68,20,Sinaloa,Prepago,app,537,13,49,29,3.01,5.7,3.27,1.14,5.37,2.95,3.45,1.54,2.56,130.247,Sí
Femenino,44,22,Jalisco,Prepago,app,46,2,25,46,6.61,10.59,3.91,4.33,7.11,1.39,5.12,0.89,3.55,40.6,No
Masculino,64,27,Sinaloa,Prepago,tienda,382,7,54,16,1.69,3.07,0.73,1.47,3.03,0.66,2.05,1.11,1.12,92.429,No
Masculino,41,55,Nayarit,Postpago,tienda,723,4,36,30,2.67,6.16,3.1,1.2,4.98,2.53,5.06,2.03,2.27,172.65,Sí
Femenino,38,33,CDMX,Prepago,app,508,9,46,45,2.53,8.83,2.66,3.48,8.09,2.99,6.16,0.45,2.45,133.642,Sí
Femenino,61,51,Tabasco,Prepago,app,467,8,53,13,1.36,2.42,0.93,0.51,2.1,1.17,2.05,0.8,1.66,111.5,Sí
Masculino,35,59,"Campeche, Coahuila",Prepago,tienda,665,2,52,44,4.19,10.92,4.17,2.7,6.69,2.55,4.58,3.3,3.16,170.328,Sí
Masculino,38,13,Colima,Prepago,app,77,14,69,18,0.99,4.18,0.83,1.58,2.95,0.69,1.82,0.98,2.33,31.105,No
Femenino,31,4,Nuevo León,Prepago,tienda,242,7,28,48,6.08,10.69,2.96,4.07,11.23,0.74,5.64,2.62,3.78,79.143,Sí
Femenino,66,55,Sinaloa,Postpago,app,436,1,29,21,1.39,3.33,2.31,1.55,3.25,0.92,2.45,0.7,1.59,108.447,Sí
Femenino,15,46,Guerrero,Prepago,app,187,4,10,29,3.4,5.8,2.46,1.31,5.54,1.25,3.97,0.29,3.42,61.732,Sí
Masculino,19,62,Morelos,Postpago,app,736,8,3,17,1.16,3.93,1.44,0.39,2.67,1.66,2.87,0.88,1.19,166.607,Sí
Masculino,20,15,Puebla,Prepago,tienda,135,8,30,40,4.21,9.03,3.79,0.37,6.95,3.78,6.07,3.37,2.43,54.75,No
Femenino,15,71,Durango,Postpago,app,859,3,56,40,4.44,9.26,4.38,3.19,6.45,1.04,7,2.07,2.17,209.25,Sí
Femenino,60,46,Tlaxcala,Prepago,app,50,5,22,30,2.62,4.77,1.57,1.19,4.56,2.78,5.7,1.47,2.89,35.265,Sí
Masculino,62,11,Veracruz,Postpago,app,991,7,60,46,5.82,9.31,4.24,2.79,9.07,1.65,7.56,3.48,2.08,230.45,No
Femenino,53,70,Querétaro,Prepago,app,813,4,27,20,2.68,4.57,1.19,0.85,3.13,0.74,2.34,1.77,2.73,186.45,No
Femenino,70,34,Yucatán,Prepago,tienda,174,0,57,25,2.12,6.15,2.08,0.25,4.01,1.53,4.74,0.59,3.54,57.753,Sí
Femenino,52,59,Nuevo León,Postpago,app,516,6,15,22,1.98,3.85,2.25,0.22,4.54,1.68,3.02,0.77,2.41,125.616,No
Masculino,65,70,Nayarit,Prepago,tienda,760,14,61,12,1.41,2.44,0.52,1.05,1.81,0.44,1.57,0.9,1.06,172.51,No
Femenino,59,11,Hidalgo,Prepago,app,729,7,59,16,1.66,3.97,0.73,1.47,3.49,0.31,1.75,0.56,0.9,159.652,Sí
Masculino,43,29,Jalisco,Postpago,tienda,447,10,37,18,2.26,3.34,2.03,1.1,2.84,1.39,2.53,1.16,1.35,106.4,Sí
Masculino,45,22,Tamaulipas,Prepago,app,862,7,16,30,3.97,5.3,2.28,2.65,4.95,2.02,5.88,1.2,1.76,194.503,No
Masculino,69,36,Oaxaca,Prepago,app,309,13,56,38,3.89,5.91,3.43,3.23,8.72,2.27,5.55,2.48,2.53,92.803,No
Femenino,57,35,Chihuahua,Prepago,tienda,46,10,15,28,2.93,5.07,3.31,2.45,4,2.4,3.27,1.67,2.9,32,No
Femenino,23,60,Jalisco,Postpago,app,696,7,67,40,3.68,8.33,3.06,2.94,7.68,2.94,6.21,2.08,3.08,175.55,No
Femenino,54,20,Sonora,Prepago,app,360,0,66,23,1.9,4.75,2.29,1.73,4.64,1.32,3.76,1.03,1.58,92.1,Sí
Femenino,66,21,Nuevo León,Prepago,tienda,857,14,61,53,7.63,8.32,4.66,1.47,10.66,2.24,7.8,2.69,3.73,208.26,No
Masculino,21,10,Morelos,Postpago,app,828,14,5,37,3.2,8.77,3.01,3.03,6.12,1.37,4.33,1.3,2.23,188.458,Sí
Femenino,17,59,Morelos,Prepago,tienda,159,2,64,48,6.57,11.61,4.27,0.48,9.01,2.14,8.74,0.56,2.49,72.011,Sí
Femenino,26,41,Michoacán,Postpago,app,886,13,22,38,5.12,6.27,3.84,2.09,7.01,1.23,5.02,0.55,4.58,206.563,No
Femenino,15,28,CDMX,Postpago,app,428,13,13,51,4.09,11.44,3.68,1.81,8.74,2.03,6.01,4.59,4.53,119.826,No
Masculino,17,20,Morelos,Postpago,app,157,13,4,14,1.98,3.04,1.36,0.25,3.28,0.58,2.22,0.46,0.82,42.997,No
Femenino,56,33,Tlaxcala,Postpago,app,308,14,46,45,2.9,9.83,4.13,3.42,10.58,3.07,4.74,3.02,3.3,95.847,No
Masculino,57,68,Morelos,Prepago,tienda,204,14,10,7,0.61,1.24,0.57,0.35,1.35,0.3,1,0.45,0.73,55.58,Sí
Masculino,29,12,Morelos,Postpago,tienda,631,10,59,32,1.85,5,2.29,0.54,6.71,1.46,3.39,1.9,4.01,148.695,Sí
Masculino,30,48,Chiapas,Postpago,app,152,10,37,6,0.58,1.04,0.56,0.29,1.1,0.42,1.02,0.26,0.74,43.053,No
Femenino,69,66,Durango,Prepago,app,912,7,22,14,0.99,2.82,1.94,0.96,2.46,0.27,2.74,0.14,1.69,201.803,No
Masculino,54,21,Baja California,Prepago,tienda,174,2,50,54,4.08,10.18,4.32,2.34,8.5,4.57,7.98,4.79,7.24,72.85,No
Masculino,63,70,Nayarit,Postpago,app,939,8,26,48,3.67,7.49,2.47,3.87,11.89,0.94,8.88,0.55,4.01,227.131,No
Femenino,15,16,Baja California,Postpago,app,725,7,6,25,2.33,5.47,2.25,1.95,4.21,1.53,2.35,1.87,3.03,162.697,No
Masculino,32,47,Veracruz,Postpago,tienda,756,12,57,23,2.08,5.17,1.55,0.32,5,1.75,3.56,1.64,1.93,174.9,Sí
Masculino,20,17,Oaxaca,Prepago,tienda,699,11,49,23,1.54,4.32,2.86,0.33,4.05,2.38,3.83,1.96,1.73,158.6,No
Femenino,30,16,Tlaxcala,Postpago,app,217,12,44,13,0.94,2.97,0.97,1.17,2.38,1.32,1.55,0.33,1.37,55.8,No
Masculino,28,65,Durango,Prepago,tienda,831,11,6,47,3.9,8.8,2.27,3.56,8.53,4.39,7.41,0.68,3.51,203.265,Sí
Femenino,38,60,Nuevo León,Prepago,app,681,4,43,23,1.37,3.53,1.61,0.66,4.16,0.9,2.56,2.14,3.15,160.274,No
Masculino,15,60,Sonora,Postpago,app,302,14,54,34,2.23,6.68,2.98,0.38,6.63,1.89,3.75,3.1,1.78,91.126,Sí
Femenino,44,31,Oaxaca,Postpago,tienda,408,1,54,3,0.29,0.74,0.14,0.04,0.54,0.15,0.45,0.23,0.18,90.678,No
Masculino,15,46,Jalisco,Prepago,tienda,148,13,11,48,5.07,9.03,4.83,3.02,8.42,3.55,7.29,2.8,3.99,65.85,No
Femenino,28,28,Tamaulipas,Prepago,tienda,708,6,42,10,0.99,1.69,0.92,0.12,2.28,0.5,1.81,0.42,1.27,153.9,No
Femenino,53,22,Baja California,Postpago,app,156,0,32,9,0.77,1.83,1.02,0.8,1.91,0.54,1.25,0.13,0.75,41.5,Sí
Femenino,49,4,Guanajuato,Prepago,tienda,225,7,22,43,3.75,6.54,5.42,0.43,6.5,2.24,4.77,3.97,2.84,70.538,Sí
Femenino,38,66,Baja California,Postpago,app,118,8,28,48,5.82,8.54,4.63,3.21,10.52,0.93,7.3,1.16,5.89,63.7,Sí
Femenino,55,66,CDMX,Postpago,app,140,2,42,35,1.88,7.25,4.18,1.95,6.16,3.35,4.34,2.05,3.83,60.997,No
Femenino,67,14,Guanajuato,Postpago,app,795,8,39,28,3.28,5.14,1.65,2.11,5.53,1.46,3.94,2.03,2.86,179.85,Sí
Masculino,65,57,México,Prepago,app,961,12,56,52,4.38,9.1,5.88,2.04,7.99,4.89,6.83,3.98,6.91,234.75,No
Femenino,27,12,Chiapas,Prepago,app,210,3,66,48,6.64,10.36,3.63,1.91,10.04,1.59,5.04,3.56,5.23,75.9,No
Masculino,60,61,Michoacán,Postpago,app,471,7,8,15,1.15,2.52,1.4,1.16,3.16,0.98,2.77,0.64,1.23,112.753,No
Masculino,58,42,Zacatecas,Prepago,tienda,581,4,64,48,4.09,10.46,5.49,3.57,8.73,1.27,5.63,2.92,5.04,154.26,No
Masculino,39,14,Jalisco,Prepago,tienda,380,5,20,18,1.25,3.54,1.34,0.21,3.05,0.19,3.59,0.59,1.4,89.048,No
Femenino,61,55,Nuevo León,Prepago,tienda,687,14,35,6,0.42,0.91,0.32,0.22,1.38,0.33,1.08,0.48,0.42,150.868,No
Femenino,48,63,Puebla,Postpago,app,672,4,11,45,4.18,7.03,5.55,1,7.64,4.46,7.68,2.34,5.12,171.4,No
Femenino,43,70,Jalisco,Prepago,app,116,0,69,24,1.62,3.69,1.39,2.38,5.52,0.52,2.79,0.4,2.7,50.653,Sí
Femenino,33,3,Chihuahua,Prepago,app,217,9,46,23,2.39,3.55,1.94,1.34,4.42,1.39,3.83,1.69,2.45,59.95,No
Femenino,58,3,Veracruz,Prepago,app,80,2,14,39,3.09,8.78,3.96,0.68,6.23,4.24,4.52,0.39,3.5,39.467,Sí
Femenino,53,50,CDMX,Postpago,tienda,656,9,60,23,1.57,3.7,1.35,2.02,3.64,2.35,3.96,1.55,1.34,155.044,No
Femenino,68,27,México,Prepago,tienda,556,11,43,48,4.3,7.89,6.45,2.32,8.46,2.81,7.27,4.5,2.99,145.897,Sí
Femenino,28,1,Durango,Prepago,app,656,9,66,47,5.5,10.1,2.51,3.06,8.05,0.49,6.96,3.04,5.57,162.334,Sí
Masculino,36,1,México,Postpago,tienda,969,8,30,42,3.77,8.24,3.61,3.63,7.19,3.89,7.12,0.64,3.91,220.65,Sí
Femenino,33,34,CDMX,Postpago,app,117,13,42,29,3.97,4.38,2.91,1.48,4.81,0.69,5.44,1.74,3.06,47.844,Sí
Masculino,21,69,Guanajuato,Prepago,tienda,585,12,9,22,1.6,4.72,1.91,1.23,4.63,1.13,3.59,1.83,1.35,140.997,No
Masculino,54,29,Colima,Prepago,app,939,8,59,46,3.81,10.91,3.3,3.46,7.98,3.82,8.47,0.45,3.81,222.703,No
Femenino,33,7,Guanajuato,Postpago,app,172,3,21,45,2.51,7.97,5.6,3.1,8.84,2.41,6.11,3.03,5.41,63.494,No
Masculino,37,65,Chiapas,Postpago,app,172,1,60,40,3.57,7.1,2.43,2.29,6.07,0.89,7.88,3.16,2.3,69.857,No
Masculino,31,58,Veracruz,Postpago,tienda,536,4,34,3,0.25,0.47,0.23,0.18,0.7,0.28,0.36,0.16,0.37,119.4,Sí
Masculino,29,29,Guerrero,Prepago,tienda,179,10,61,52,2.92,12.23,3.8,1.97,10.97,4.52,5.69,4.29,5.62,74.403,Sí
Masculino,44,57,Nayarit,Prepago,app,645,12,29,6,0.65,1.48,0.31,0.08,1.21,0.46,0.66,0.46,0.54,142.555,Sí
Femenino,31,50,Chihuahua,Postpago,tienda,68,6,27,11,0.74,2.34,0.84,0.16,2.58,0.61,1.83,0.64,0.83,28.921,Sí
Masculino,32,51,México,Prepago,app,188,5,16,27,2.06,5.77,3.12,1.89,6.26,0.52,4.37,1.67,1.35,62.253,Sí
Masculino,22,63,Oaxaca,Prepago,tienda,503,8,22,14,1.63,2.67,0.64,1.15,3.2,1.39,1.44,0.86,1.03,119.553,Sí
Masculino,38,43,Guerrero,Postpago,app,527,9,29,4,0.38,0.63,0.49,0.34,0.63,0.37,0.48,0.2,0.49,115.703,Sí
Masculino,15,34,Aguascalientes,Postpago,app,23,11,5,46,6.08,7.48,3.83,3.08,8.55,3.39,7.56,1.79,2.85,37.133,Sí
Femenino,64,31,Nayarit,Prepago,app,741,3,18,27,3.15,4.86,2.8,2.01,4.42,0.73,4.69,1.43,2.9,169.947,No
Femenino,53,56,Hidalgo,Prepago,tienda,289,13,64,38,5.08,8.04,1.61,3.03,6.92,2.44,6.21,0.36,4.32,92.203,Sí
Femenino,67,35,Nayarit,Prepago,tienda,658,4,16,15,1.03,2.81,1.58,0.42,2.38,0.6,2.36,0.2,1.16,145.912,No
Masculino,27,34,Durango,Postpago,tienda,291,1,60,43,3.02,7.91,3.42,1.63,8.2,1.19,6.97,3.85,6.11,91.89,Sí
Femenino,23,36,México,Prepago,app,554,1,5,11,1.07,2.17,1.19,0.52,2.23,1.08,1.14,0.12,1.5,123.056,No
Femenino,24,22,Zacatecas,Prepago,tienda,316,5,58,52,6.48,11.06,4.96,1.73,10.34,0.98,9.35,1.03,6.08,100.603,No
Femenino,43,71,Chiapas,Prepago,tienda,128,8,69,30,3.24,5.03,2.62,2.12,5.9,2.11,5.21,1.68,2.08,57.697,Sí
Femenino,58,53,Jalisco,Postpago,tienda,107,14,3,40,4.44,8.38,4.89,2.79,7.97,0.69,4.24,1.37,5.24,53.503,No
Masculino,18,69,Puebla,Postpago,app,564,3,15,14,1.24,3.32,1.01,0.64,2.64,1,2.65,0.23,1.04,132.231,Sí
Masculino,69,58,Puebla,Prepago,tienda,756,12,42,8,0.93,1.25,0.79,0.08,1.77,0.62,1.23,0.69,0.64,166.8,Sí
Femenino,51,46,Nuevo León,Prepago,app,314,6,13,54,6.58,10.88,4.57,3.8,9.87,0.47,7.71,4.35,5.77,102.75,Sí
Femenino,16,23,Hidalgo,Postpago,tienda,937,4,26,2,0.2,0.42,0.08,0.02,0.37,0.18,0.34,0.14,0.24,193.347,Sí
Masculino,46,52,Guanajuato,Postpago,app,365,0,21,17,2.09,3.36,1.25,1.35,2.64,1.43,1.77,1.05,2.06,92.05,Sí
Masculino,31,4,Michoacán,Prepago,tienda,30,8,51,43,4.34,8.45,4.87,0.46,9.43,1.59,7.54,2.04,4.29,34.953,Sí
Femenino,25,48,Puebla,Postpago,tienda,327,0,17,4,0.22,0.74,0.19,0.29,0.63,0.44,0.54,0.2,0.32,75.721,Sí
Masculino,38,10,Sinaloa,Prepago,tienda,233,10,25,8,0.81,1.92,1.08,0.34,1.23,0.12,1.4,0.08,1.02,54.15,No
Femenino,35,59,Colima,Prepago,app,71,1,52,33,2.82,7.59,3,0.33,6.22,1.46,5.54,2.11,3.56,45.339,Sí
Masculino,65,48,Tabasco,Prepago,app,621,8,32,28,2.77,4.91,1.54,1.22,6.23,2.52,4.51,1.3,1.5,149.35,Sí
Masculino,68,38,Tabasco,Postpago,app,590,4,24,8,0.74,1.27,0.5,0.48,1.87,0.48,0.95,0.37,1.13,129.637,Sí
Masculino,59,55,CDMX,Prepago,app,730,12,37,36,2.41,5.98,3.88,3.31,6.31,0.79,5.63,2.1,1.84,176.575,Sí
Femenino,27,14,Guerrero,Postpago,tienda,879,0,25,11,1.05,1.81,0.46,0.2,2.63,0.33,1.45,0.99,0.74,185.348,Sí
Masculino,16,62,Oaxaca,Postpago,tienda,268,0,56,0,0,0,0,0,0,0,0,0,0,65.7,No
Femenino,33,17,Aguascalientes,Prepago,tienda,105,0,31,6,0.65,1.03,0.46,0.06,1.23,0.09,1.05,0.46,0.77,28.64,No
Femenino,49,60,Tabasco,Prepago,tienda,444,12,54,43,4.94,9.68,5.5,0.74,7.47,2.86,6.16,1.98,3.51,126.252,Sí
Masculino,42,26,Yucatán,Prepago,app,981,7,5,47,4.24,9.61,5.97,0.84,9.57,3.32,4.93,4.06,4.45,228.547,No
Masculino,32,70,Tlaxcala,Prepago,app,92,3,21,29,2.54,5.53,2.98,1.62,4.49,2.5,3.56,1.75,4.04,47.353,No
Masculino,52,34,Guanajuato,Postpago,app,758,10,19,16,1.31,2.53,2.16,0.26,3.65,0.98,2.27,0.75,1.59,167.1,No
Masculino,15,18,México,Postpago,app,286,4,44,32,2.45,5.29,1.84,0.55,7.98,3.38,4.92,0.36,1.71,80.244,No
Femenino,26,61,CDMX,Postpago,tienda,21,6,34,35,3.66,6.15,4.28,3.26,4.98,1.81,6.12,2.09,2.65,36.05,No
Masculino,33,18,México,Postpago,tienda,217,5,29,32,2.72,6.94,2.31,0.85,6.97,1.15,3.27,0.32,4.38,65.823,No
Femenino,54,15,CDMX,Prepago,tienda,621,10,10,36,1.91,7.44,2.88,1.69,6.46,3.15,4.9,3.09,4.48,148.55,No
Femenino,40,47,México,Prepago,tienda,236,12,57,53,3.82,10.29,6.76,4.09,8.72,0.77,9.63,3.04,4.27,88.417,Sí
Femenino,69,64,Veracruz,Postpago,app,329,4,55,17,1.35,3.58,1.87,0.28,2.79,1.5,2.25,1.17,2.2,88.347,Sí
Femenino,38,21,Guanajuato,Postpago,tienda,641,13,11,27,3.74,5.65,1.36,1.11,3.94,1.72,4.75,2.02,2.69,148.094,Sí
Masculino,54,33,Yucatán,Prepago,app,209,10,27,48,5.64,9.48,3.05,2.54,9.66,1.43,8.48,3.94,3.77,76.897,Sí
Masculino,44,8,Hidalgo,Prepago,tienda,201,6,18,27,2.63,6.14,2.1,0.41,6.58,0.43,2.81,1.69,2.12,57.873,No
Masculino,20,21,Veracruz,Postpago,app,229,13,59,1,0.08,0.25,0.04,0.03,0.17,0.02,0.19,0.1,0.11,52.497,Sí
Masculino,42,17,Baja California,Prepago,tienda,809,0,32,32,2.2,5.85,2.69,0.32,5.03,1.45,4.22,1.98,4.75,184.097,Sí
Masculino,70,36,CDMX,Postpago,app,189,7,57,28,3.53,5.12,2.22,0.26,5.4,2.12,2.98,2.52,3.83,62.844,Sí
Masculino,59,54,Jalisco,Prepago,tienda,979,10,41,33,3.07,8.12,1.71,2.05,6.81,0.52,4.47,1.47,4.77,225.747,No
Masculino,34,68,Jalisco,Postpago,tienda,29,8,49,5,0.33,0.86,0.56,0.14,1.03,0.36,0.78,0.28,0.65,21.447,No
Femenino,29,51,Sonora,Postpago,app,254,9,42,27,1.71,6.27,1.49,2.52,5.21,1.01,5.02,1.46,2.31,76.75,Sí
Femenino,67,59,Tamaulipas,Prepago,tienda,303,6,9,12,1.01,2.51,1.31,0.12,2.49,0.46,2,0.95,1.15,77.1,No
Femenino,40,39,Zacatecas,Postpago,app,769,4,21,12,1.21,2.12,1.13,0.69,2.14,0.85,1.94,0.99,0.94,167.903,No
Femenino,62,11,Nayarit,Postpago,app,654,10,51,44,5.92,7.98,3.63,3.86,9.37,3.65,4.27,0.5,4.82,161.4,Sí
Masculino,39,63,Tamaulipas,Postpago,tienda,267,1,13,7,0.87,1.63,0.69,0.23,1.1,0.47,1.02,0.43,0.55,67.697,Sí
Femenino,33,46,Zacatecas,Postpago,app,309,6,8,53,5.77,8.72,6.52,1.02,11.26,2.95,8.68,2.19,5.89,100.9,No
Masculino,42,38,Durango,Postpago,tienda,910,1,32,33,3.07,7.86,3.45,1.48,5.05,1.72,5.32,1.2,3.29,208.932,Sí
Femenino,40,70,Jalisco,Postpago,app,49,4,42,42,4.98,8.6,4.41,2.69,9.26,3.33,4.48,2.06,2.18,47.597,No
Femenino,55,29,Morelos,Postpago,app,988,8,27,12,1.62,1.88,1.33,0.33,2.01,1.29,1.48,0.49,1.33,210.428,No
Masculino,70,5,Tlaxcala,Postpago,tienda,463,8,49,42,6.17,9.69,3.96,2.27,7.3,0.72,7.45,0.42,2.62,120.58,No
Masculino,60,54,Yucatán,Prepago,app,638,6,34,34,3.33,6.75,1.7,0.34,6.53,3.47,4.05,2.33,2.03,156.759,Sí
Femenino,46,60,Tlaxcala,Postpago,tienda,917,12,14,35,2.87,8.04,2.45,3.12,6.65,1.84,3.73,0.61,4.2,213.653,No
Femenino,32,50,Baja_California_Sur,Postpago,tienda,240,4,62,49,4.99,10.84,1.84,2.03,11.15,4.89,5.79,3.74,3.72,87.997,Sí
Masculino,45,61,Tlaxcala,Postpago,tienda,523,10,19,25,2.48,3.9,3.19,2.25,3.45,2.09,3.02,1.94,2.68,129.7,Sí
Femenino,61,53,Guanajuato,Prepago,tienda,162,2,13,35,2.17,7.84,4.81,2.57,8.14,1.89,3.7,0.35,2.03,61.55,Sí
Femenino,67,41,Tabasco,Postpago,app,544,9,62,5,0.28,1.18,0.58,0.26,0.76,0.45,0.64,0.11,0.29,120.915,No
Masculino,39,25,Jalisco,Prepago,app,192,2,17,23,2.83,4.69,1.89,0.33,3.74,1.9,3.97,0.91,2.76,56.806,No
Masculino,42,21,México,Postpago,app,408,13,49,7,0.65,1.49,0.76,0.53,1.4,0.3,0.73,0.24,0.9,91.4,No
Femenino,29,31,Sonora,Prepago,app,837,9,64,50,3.49,11.8,6.6,1.5,8.16,3.82,6.07,2.82,3.49,204.575,No
Masculino,68,53,Sinaloa,Postpago,tienda,948,10,69,19,1.37,4.46,1.69,1.38,3.53,0.88,3.24,0.96,1.5,212.403,Sí
Masculino,60,11,Guerrero,Prepago,app,837,9,3,16,1.74,3.05,1.46,1.27,3.39,0.64,1.5,1.11,1.83,178.797,Sí
Femenino,58,41,CDMX,Prepago,tienda,471,10,24,28,2.76,5.32,1.53,1.4,5.76,0.33,5.12,2.57,3.22,118.353,Sí
Femenino,24,53,Quintana Roo,Postpago,app,302,11,68,38,3.52,6.37,3.83,2.91,7.14,3.16,3.91,2.86,4.3,94.55,Sí
Masculino,66,40,Querétaro,Prepago,app,581,7,60,28,4,4.66,3.66,0.33,6.33,1.56,3.11,1.19,2.37,141.763,No
Masculino,35,18,Colima,Postpago,tienda,99,3,50,16,1.86,3.45,1.04,0.66,2.68,0.17,1.69,1.41,2.07,34.309,No
Femenino,25,69,Sinaloa,Prepago,tienda,856,13,40,33,4.39,4.82,2.81,0.91,6.83,2.74,5.22,1.8,3.48,203.35,No
