genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,churn,Fuerza de ventas,churn2
Femenino,30,38,Baja California Sur,Prepago,tienda,815,14,70,16,4.54,6.17,4.17,2.72,7.34,0.98,7.01,3.06,3.01,Sí,188.7,Sí
Masculino,27,56,Baja California,Postpago,tienda,812,4,50,3,1,3.31,0.9,0.52,3.33,1.46,2,1.35,2.64,No,179.153,No
Femenino,41,14,San Luis Potosi,Postpago,tienda,277,2,58,12,1.49,2.83,1.46,0.83,2.51,1.15,2.14,0.66,0.93,Sí,68.2,Sí
Masculino,34,11,"Campeche, Coahuila",Postpago,tienda,670,7,32,50,3.34,7.4,5.23,0.45,7.12,4.08,4.63,3.42,5.9,Sí,164.721,Sí
Femenino,16,67,Durango,Prepago,tienda,806,13,24,9,1.7,3.15,1.54,1.1,3.16,0.41,2.74,0.57,1.62,No,179.947,No
Masculino,47,65,Querétaro,Prepago,tienda,182,10,8,50,3.69,6.01,2.66,2.39,4.05,0.59,4.74,0.69,2.19,Sí,69.653,Sí
Masculino,61,14,Nayarit,Postpago,tienda,960,12,50,46,0.64,0.82,0.5,0.29,1.12,0.41,0.52,0.16,0.55,No,211.903,No
Masculino,36,56,Nuevo León,Prepago,app,22,2,29,32,0.9,3.01,1.08,1.09,3.42,1.38,2.29,1.23,2.03,Sí,28.779,Sí
Masculino,51,14,Nayarit,Prepago,app,643,9,3,49,5.34,8.03,4.48,0.43,6.49,1.37,5.72,1.06,4.36,No,156.734,No
Femenino,42,49,Quintana Roo,Prepago,tienda,536,14,46,17,4.37,10.07,4.92,1.29,9.26,1.64,5.62,4.08,2.76,Sí,135.153,Sí
Masculino,54,49,Aguascalientes,Postpago,tienda,865,12,39,53,1.9,4.03,1.2,1.94,4.59,2.32,2.8,1.5,1.72,No,204.8,No
Masculino,68,19,Hidalgo,Prepago,app,630,3,14,7,4.84,7.98,4.17,1.32,5.65,3.56,5.73,3.4,2.36,No,143.353,No
Masculino,30,38,Veracruz,Postpago,tienda,576,3,34,37,1.15,2.06,1.35,0.94,2.72,1.25,1.81,1.24,1.48,No,137.9,No
Masculino,49,57,México,Prepago,app,721,14,17,43,2.1,5.56,2.56,0.33,5.72,1.08,4.43,0.74,3.5,Sí,174.306,Sí
Masculino,38,48,Tamaulipas,Postpago,tienda,843,11,12,4,0.76,1.91,1.52,0.94,2.53,0.99,2.02,1.16,1.15,Sí,181.494,Sí
Masculino,24,48,Nayarit,Postpago,tienda,882,1,57,5,3.84,8.49,4.91,1.06,10.81,1.06,7.99,1.01,2.8,No,200.541,No
Masculino,19,65,Sonora,Postpago,tienda,600,14,45,36,2.25,8.28,3.4,2.62,7.04,1.06,4.65,1.9,4.82,Sí,153.606,Sí
Masculino,54,53,Puebla,Prepago,app,110,7,68,51,4,5.24,2.98,0.63,6.28,1.3,4.19,0.56,3.52,Sí,57.26,Sí
Masculino,38,21,México,Postpago,app,998,4,55,23,1.72,3.24,1.12,0.86,3.46,1.85,3.01,1.65,2.09,Sí,218.1,Sí
Masculino,61,21,Puebla,Prepago,tienda,881,7,28,10,4.81,11.21,3.43,4.44,10,4.51,6.45,1.69,4.45,Sí,199.047,Sí
Masculino,49,54,Veracruz,Prepago,tienda,25,5,51,31,5.75,9.21,1.93,0.47,8.16,2.37,5.8,0.77,5.49,Sí,36.935,Sí
Femenino,60,18,Aguascalientes,Prepago,app,602,2,37,6,2.03,7.19,3.21,2.04,6.55,0.41,5.93,1.92,1.62,Sí,136.02,Sí
Masculino,63,7,Chiapas,Postpago,tienda,979,9,14,35,0,0,0,0,0,0,0,0,0,No,208.05,No
Femenino,46,3,San Luis Potosi,Postpago,tienda,568,13,19,52,1.2,2.31,0.73,0.42,2.34,1.02,1,0.1,0.87,No,133.597,No
Masculino,23,59,Colima,Postpago,tienda,428,11,26,30,6.57,10.06,4.83,3.74,9.22,2.71,4.9,3.76,6.22,No,120.353,No
Masculino,31,51,Nuevo León,Postpago,app,442,0,28,45,6.05,11.35,5.53,1.24,8.54,5.32,6.16,2.74,3.07,No,125.95,No
Femenino,52,65,Zacatecas,Prepago,tienda,479,6,60,13,1.56,3.95,1.62,1.2,2.64,1.58,2.5,0.41,1,Sí,117.388,Sí
Femenino,63,17,Sinaloa,Prepago,app,480,11,50,18,4.19,6.77,2.61,2.25,6.75,1.81,4.71,2.51,2.4,Sí,116.65,Sí
Masculino,54,43,Yucatán,Postpago,tienda,895,13,64,35,4.73,6.8,4.19,0.53,9.04,1.79,4.87,0.58,4.07,Sí,210.13,Sí
Femenino,44,10,Baja California Sur,Postpago,app,864,14,30,52,1.99,8.26,4.42,0.4,8.05,3.13,4.15,1.56,2.7,Sí,201.798,Sí
Femenino,64,18,Jalisco,Postpago,app,338,13,43,19,3.12,8.82,6.96,1.23,11.93,0.79,9.23,2.26,5.49,Sí,93.099,Sí
Masculino,59,67,Guanajuato,Postpago,app,243,12,70,49,0.21,0.61,0.16,0.22,0.62,0.25,0.51,0.08,0.35,No,77.753,No
Femenino,27,47,Jalisco,Postpago,app,617,2,23,14,2.2,4.2,2.86,2.11,5.08,1.89,3.64,1.73,1.28,No,143.297,No
Masculino,18,27,Sonora,Prepago,app,282,7,66,18,0,0,0,0,0,0,0,0,0,Sí,69.15,Sí
Masculino,43,64,Puebla,Postpago,app,474,2,4,45,5.46,9.55,4.13,1,7.99,5.55,9.31,1.04,5.35,Sí,132.914,Sí
Femenino,25,10,Hidalgo,Prepago,tienda,844,9,35,36,3.06,7.55,4.78,0.39,6.43,0.67,6.22,3.63,3.67,Sí,193.77,Sí
Femenino,17,56,Morelos,Prepago,app,339,8,68,49,1.43,2.77,0.8,0.46,3.15,0.55,2.59,0.49,1.63,No,98.461,No
Masculino,28,71,Yucatán,Prepago,app,577,13,10,32,5.66,8.37,3.92,1.03,8.31,1.04,6.58,0.41,5.67,Sí,148.447,Sí
Femenino,22,12,Sonora,Postpago,app,412,14,39,30,2.21,5.55,3.69,0.29,5.81,3.11,4.36,0.29,3.25,No,103.718,No
Masculino,41,63,Colima,Prepago,tienda,141,0,7,35,3.29,4.15,2.82,0.26,5.44,0.86,2.63,0.26,3.42,No,55.439,No
Masculino,61,45,Zacatecas,Postpago,tienda,620,0,50,13,0.14,0.59,0.16,0.19,0.51,0.3,0.5,0.26,0.34,No,138.047,No
Masculino,55,58,Sonora,Prepago,tienda,965,7,18,1,1.24,4.48,1.98,0.68,3.5,1,3.08,1.08,3.07,Sí,208.933,Sí
Femenino,16,34,Durango,Prepago,app,298,1,27,44,2.46,4.05,0.95,0.58,3.73,1.21,2.85,2.17,1.18,Sí,85.004,Sí
Masculino,43,35,Tlaxcala,Prepago,app,767,13,58,37,1.64,3.69,2.41,1.7,2.89,1.1,2.07,0.39,0.96,Sí,177.705,Sí
Masculino,64,34,Morelos,Postpago,app,132,4,41,48,1.2,2.28,1.3,0.34,2.74,0.56,2.14,0.86,1.61,No,51.859,No
Femenino,47,64,México,Postpago,tienda,402,10,29,3,0.92,2.16,0.54,0.45,1.93,0.69,1.98,1,1.33,Sí,95.65,Sí
Femenino,42,69,Oaxaca,Postpago,app,319,3,64,40,3.74,4.89,2.99,2.46,6.03,0.49,2.94,2.1,3.35,No,98.047,No
Femenino,56,58,"Campeche, Coahuila",Postpago,app,995,1,40,19,0.26,0.93,0.67,0.09,0.99,0.16,0.61,0.41,0.66,Sí,216.834,Sí
Femenino,61,57,CDMX,Prepago,tienda,967,2,30,11,0.65,1.13,0.59,0.3,1.02,0.05,0.66,0.08,0.52,No,208.25,No
Masculino,54,27,CDMX,Postpago,app,862,9,18,27,2.41,6.98,3.98,2.98,7.05,2.68,5.33,1.53,2.07,Sí,195.953,Sí
Masculino,66,2,San Luis Potosi,Prepago,app,739,12,12,29,2.04,3.5,2.47,0.38,4.37,1.05,2.47,1.46,3.03,Sí,163.631,Sí
Femenino,59,46,Guerrero,Postpago,tienda,76,14,54,53,2.72,5.44,3.68,0.55,5.38,3.13,5.76,2.71,4.64,No,50.903,No
Femenino,26,34,Aguascalientes,Prepago,tienda,241,9,50,6,3.16,5,1.53,0.45,5.47,1.02,2.67,0.44,2.97,Sí,64.413,Sí
Femenino,41,31,Sonora,Prepago,app,763,14,56,15,1,2.4,2.23,0.16,2.47,1.06,1.6,0.84,1.58,No,168.552,No
Masculino,26,17,CDMX,Prepago,tienda,426,13,41,20,4.8,5.02,2.51,1.36,5.65,1.21,3.56,1.6,4.4,Sí,104.833,Sí
Masculino,36,13,Guerrero,Postpago,app,527,3,3,21,2.2,6.67,4.5,3.69,9.03,2.5,5.34,3.85,5.23,Sí,126.703,Sí
Masculino,19,30,Tabasco,Prepago,tienda,750,0,32,42,6.58,10.46,3.81,3.56,9.58,1.91,6.73,0.61,2.76,No,182.5,No
Masculino,16,62,Nuevo León,Prepago,app,33,6,59,49,4.96,9.35,3.84,1.96,6.39,3.39,3.96,3.54,3.6,Sí,45.847,Sí
Masculino,31,26,Querétaro,Prepago,tienda,173,13,15,7,0.53,0.88,0.57,0.22,0.81,0.38,0.72,0.37,0.53,Sí,42.853,Sí
Femenino,45,16,Michoacán,Postpago,app,906,8,50,28,0,0,0,0,0,0,0,0,0,Sí,194.5,Sí
Masculino,39,54,CDMX,Prepago,tienda,125,5,40,46,6.23,7.62,3.76,2.37,7.94,1.6,6.59,2.55,6.33,Sí,62.397,Sí
Masculino,68,28,Oaxaca,Postpago,app,35,14,46,52,1.25,4.72,2.4,1.79,4.13,2.51,3.81,2.18,3.21,Sí,36.9,Sí
Masculino,70,47,Querétaro,Postpago,tienda,700,0,67,10,3.31,5.86,4,2.72,6.43,2.07,5.69,1.96,2.96,Sí,163.9,Sí
Femenino,33,47,Nayarit,Prepago,tienda,347,10,6,48,1.49,4.78,2.45,2,4.21,1.78,2.34,2.05,1.9,No,98.05,No
Femenino,17,38,Morelos,Prepago,app,707,5,24,3,5.57,8.3,2.95,1.14,7.78,2.67,5.91,3.47,5.2,No,162.097,No
Femenino,62,61,Hidalgo,Prepago,app,271,0,25,49,2.92,4.36,1.6,0.93,5.14,0.42,2.47,0.21,2.14,Sí,85.357,Sí
Masculino,18,71,Aguascalientes,Postpago,tienda,968,10,38,50,1,1.9,0.55,0.31,2.88,1.11,1.31,0.26,1.49,Sí,224.393,Sí
Masculino,34,63,Oaxaca,Prepago,tienda,87,2,12,30,0.74,1.51,0.69,0.59,1.74,0.43,0.82,0.41,1.07,Sí,38.85,Sí
Masculino,19,36,Baja California Sur,Prepago,app,28,5,70,45,0.77,2.15,1.54,0.92,1.99,0.51,1.63,0.82,1.16,No,31.447,No
Femenino,61,18,Oaxaca,Postpago,app,259,7,23,1,0.98,2.14,1.19,0.67,2.47,0.44,1.47,0.59,1.05,Sí,59.25,Sí
Masculino,36,18,Nuevo León,Postpago,app,825,5,10,52,4.3,7.4,3.32,1.88,12.14,3.49,5.48,2.03,6.28,No,197.696,No
Masculino,55,42,Aguascalientes,Prepago,app,109,3,39,11,0.82,1.87,0.82,0.5,1.86,0.48,1.94,0.27,1.07,Sí,36.239,Sí
Masculino,25,9,Jalisco,Prepago,app,625,10,12,2,2.17,3.82,2.11,1.03,4.69,1.38,4.46,1.9,2.44,Sí,134.75,Sí
Masculino,65,25,Baja California,Prepago,tienda,192,13,68,46,1.26,2.44,1.11,0.2,2.7,1.38,2.79,0.25,1.02,Sí,63.295,Sí
Femenino,55,8,Hidalgo,Prepago,tienda,117,2,24,13,3.56,4.88,3.21,1.07,7.13,1.35,4.95,1.99,2.87,No,39.003,No
Masculino,59,3,Nuevo León,Prepago,app,822,3,29,8,2.14,3.56,1.21,0.17,2.66,1.17,2.71,0.92,1.66,Sí,173.56,Sí
Femenino,22,23,Nayarit,Prepago,app,558,13,31,52,0.13,0.35,0.21,0.15,0.42,0.16,0.21,0.12,0.25,Sí,132.8,Sí
Femenino,49,25,Chihuahua,Prepago,tienda,680,6,61,47,2.47,3.22,2.03,1.51,3.73,2.17,3.58,0.39,1.9,No,163.2,No
Masculino,65,12,Jalisco,Postpago,app,85,5,58,51,5.53,6.63,2.63,2.5,8.37,1.59,5.96,1.78,4,No,48.697,No
Masculino,66,8,CDMX,Prepago,app,908,12,56,46,3.39,3.61,2.46,2,3.81,1.39,3.16,2.2,1.98,No,206.6,No
Masculino,21,3,Tamaulipas,Prepago,tienda,598,10,42,38,3.1,5.61,2.51,2.14,4.61,1.18,4.37,1.53,1.95,No,141.65,No
Femenino,38,47,Chihuahua,Postpago,app,464,2,10,46,3.41,4.66,1.36,0.24,4.5,1.63,4.06,2.09,1.29,Sí,121.122,Sí
Femenino,38,11,Baja California,Postpago,tienda,225,7,69,50,1.2,1.98,1.54,0.98,2.5,0.16,1.76,0.58,1.11,Sí,68.643,Sí
Femenino,62,48,Nayarit,Prepago,app,22,5,65,29,5.26,8.67,2.8,2.25,8.69,2.98,3.6,3.19,3.55,No,35.847,No
Masculino,57,40,Durango,Postpago,app,972,13,38,32,2.65,4.98,3.09,1.49,5.2,1,4.55,0.33,2.72,Sí,219.703,Sí
Masculino,25,8,Guerrero,Postpago,app,85,2,26,54,2.46,4.02,1.24,1.09,4.89,1.1,3.55,0.67,2.98,Sí,42.3,Sí
Femenino,36,6,Sonora,Prepago,app,741,7,40,22,0.36,0.45,0.32,0.23,0.51,0.16,0.42,0.16,0.39,Sí,158.6,Sí
Femenino,44,61,Tabasco,Postpago,app,316,3,11,13,2.82,6.43,1.59,3.15,6.05,2.25,6.03,2.38,4.3,No,87.3,No
Masculino,52,60,Aguascalientes,Postpago,app,974,10,56,4,3.54,9.96,3.55,4.26,10.21,4.26,8.4,0.46,5.36,Sí,222.8,Sí
Masculino,55,52,San Luis Potosi,Postpago,tienda,842,11,49,2,3.26,5.32,2.44,2,4.17,0.75,3.77,2,2.3,Sí,187.053,Sí
Masculino,39,71,Colima,Prepago,tienda,345,13,39,28,3.15,5.83,2.31,0.38,6.3,2.4,3.05,1.66,2.92,Sí,98.4,Sí
Masculino,45,44,Yucatán,Prepago,app,33,4,47,29,0.62,2,1.47,0.11,2.73,0.18,1.41,0.58,0.6,Sí,27.16,Sí
Masculino,19,1,Michoacán,Postpago,tienda,826,2,30,0,2.08,7,3.06,0.48,7.48,2.62,4.78,1.21,4.31,No,176.756,No
Femenino,69,69,Tamaulipas,Prepago,app,161,10,44,8,1.53,4.68,2.32,1.34,5.66,1.68,3.31,2.89,4.23,No,55.442,No
Femenino,58,60,Zacatecas,Prepago,app,875,14,49,23,1.82,3.94,1.58,0.8,5.02,0.94,3.39,0.71,2.8,No,199.65,No
Masculino,48,38,Puebla,Prepago,tienda,334,3,59,29,3.4,11.28,5.44,1.41,10.34,1.19,9.15,0.62,4.88,Sí,98.463,Sí
Femenino,54,25,Yucatán,Prepago,app,361,2,26,32,4.84,8.92,2.34,1.87,10.09,2.48,5.19,1.37,5.87,Sí,99.741,Sí
Masculino,69,64,Querétaro,Prepago,app,23,3,60,14,4.41,5.56,3.83,1.77,5.48,2.89,5.02,0.6,2.44,No,31,No
Masculino,23,68,Tamaulipas,Prepago,app,827,9,50,13,2.6,4.45,0.92,0.85,4.18,0.83,3.13,1.09,1.95,No,188,No
Femenino,67,27,San Luis Potosi,Prepago,tienda,519,11,47,5,1.08,3.87,2.44,0.64,4.7,1.21,3.89,0.57,1.88,Sí,117.784,Sí
Femenino,22,22,Tamaulipas,Prepago,app,270,1,52,50,1.92,3.56,2.14,1.21,3.85,0.68,1.81,0.18,1.86,No,80.063,No
Femenino,40,24,Hidalgo,Prepago,tienda,83,4,63,13,3.09,4.62,1.77,0.23,4.25,1.02,3.19,1.32,2.17,Sí,33.748,Sí
Femenino,39,32,San Luis Potosi,Prepago,tienda,227,12,41,15,5.07,7.07,6.05,4.04,7.37,1.17,7.54,2.32,6.37,Sí,70.85,Sí
Femenino,26,62,Chihuahua,Prepago,tienda,502,13,58,2,5.52,8.76,3.55,0.43,7.04,1.84,7.19,0.43,5.6,Sí,125.308,Sí
Femenino,45,29,México,Prepago,app,74,10,29,49,0.6,0.76,0.4,0.47,0.91,0.09,0.77,0.47,0.3,No,36.731,No
Femenino,58,49,Hidalgo,Prepago,app,120,1,44,40,1.83,2.99,1.94,1,2.41,1.37,2.8,0.7,0.97,No,50.353,No
Masculino,16,14,San Luis Potosi,Postpago,app,789,14,15,30,0.92,1.24,0.57,0.08,1.67,0.08,1.41,0.35,0.75,No,171.771,No
Femenino,31,6,Tamaulipas,Postpago,app,365,14,68,7,1.17,2.86,0.59,0.34,3.42,0.88,2.65,0.2,1.37,Sí,83.444,Sí
Femenino,37,61,Puebla,Postpago,tienda,578,8,22,26,3.35,7.97,4.33,0.74,5.74,1.26,6.99,1.79,4.87,Sí,144.762,Sí
Femenino,43,10,Colima,Prepago,tienda,442,1,63,50,3.9,8.82,3.37,2.48,6.93,0.74,4.19,1.62,4.95,No,119.15,No
Masculino,42,10,Tamaulipas,Postpago,tienda,204,2,6,24,2.54,2.97,2.08,1.72,4.53,0.96,3.51,0.2,1.49,No,55.8,No
Femenino,63,13,Guerrero,Postpago,tienda,398,0,58,40,3.58,5.5,3.12,2.37,5.18,1.28,4.49,1.94,2.13,No,105.327,No
Femenino,70,48,Guerrero,Prepago,app,142,11,62,41,2.15,2.46,2.01,0.55,3.61,0.95,2.78,0.15,1.34,Sí,55.8,Sí
Masculino,41,57,Querétaro,Prepago,tienda,857,14,70,31,0.2,0.88,0.4,0.35,0.65,0.31,0.65,0.22,0.33,No,193.947,No
Femenino,49,4,Tamaulipas,Prepago,tienda,846,1,15,18,4.14,5.56,1.5,1.21,6.2,0.99,3.48,1.41,2.96,Sí,184.185,Sí
Masculino,44,63,San Luis Potosi,Prepago,app,350,10,39,5,4.02,7.66,4.85,1.7,10.67,3.4,5.6,2.02,6.09,Sí,96.703,Sí
Masculino,70,68,"Campeche, Coahuila",Prepago,tienda,598,12,53,46,1.2,2.57,0.49,1.1,2.55,1.1,2.36,0.4,1.24,Sí,150.153,Sí
Femenino,68,47,Zacatecas,Prepago,app,478,3,61,38,0.26,0.79,0.36,0.32,0.8,0.25,0.43,0.34,0.45,No,118.3,No
Femenino,48,36,Baja California,Prepago,tienda,777,12,4,33,0.5,0.75,0.6,0.28,1.04,0.37,0.79,0.05,0.62,No,172.4,No
Femenino,49,61,Michoacán,Prepago,app,588,14,26,52,0.75,1.85,1.13,0.59,1.88,0.25,1.1,0.25,0.64,No,146.182,No
Femenino,65,15,Yucatán,Prepago,tienda,902,1,23,2,2.9,10.26,4.97,2.02,7.19,4.51,6.88,0.76,5.51,No,197.9,No
Femenino,48,35,Hidalgo,Prepago,app,730,12,56,20,5.06,8.3,5.26,1.81,11.24,5.59,8.92,2.92,2.9,Sí,175.65,Sí
Masculino,53,63,CDMX,Postpago,app,549,10,4,51,2.55,6.78,3.13,2.56,5.93,1.51,4.12,2.5,3.93,No,144.653,No
Femenino,38,57,Baja California Sur,Prepago,app,117,12,63,42,3.85,8.83,4.34,2.23,9.19,1.29,6.24,2.81,6.38,Sí,61.248,Sí
Masculino,41,28,Sinaloa,Prepago,tienda,870,11,18,43,2.34,3.34,0.74,0.71,2.78,1.35,2.39,0.88,0.97,Sí,196.65,Sí
Masculino,52,49,Puebla,Postpago,app,539,6,53,13,2.82,3.61,1.07,0.19,4.36,1.23,2.37,0.52,1.49,Sí,126.998,Sí
Femenino,28,67,Baja California Sur,Prepago,app,939,0,50,26,1.66,6.79,1.83,2.85,6.82,2.21,5.56,0.93,2.38,No,217.459,No
Masculino,18,38,Michoacán,Prepago,app,283,14,22,46,3.35,5.92,1.62,1.06,5.43,1.27,2.76,2.02,1.56,No,84.697,No
Femenino,69,8,San Luis Potosi,Postpago,app,474,3,69,49,3.89,8.3,4.65,3.32,6.2,1.15,4.46,1.01,2.71,No,124.857,No
Masculino,16,20,CDMX,Prepago,tienda,210,8,21,6,3.42,9.02,2.19,1.51,10.39,1.32,6.63,1.69,3.06,Sí,59.619,Sí
Femenino,51,70,Zacatecas,Prepago,app,737,2,39,43,1.39,6.34,3.65,0.27,4.2,2.1,5.21,0.6,2.76,Sí,180.706,Sí
Femenino,48,38,San Luis Potosi,Prepago,app,295,14,50,47,0.48,0.75,0.47,0.05,1.08,0.45,0.8,0.42,0.51,No,82.803,No
Masculino,64,51,México,Postpago,app,293,1,65,46,4.06,6.68,4.78,0.37,6.73,3.88,5.04,2.22,4.25,No,94.703,No
Masculino,22,64,Morelos,Prepago,app,177,1,40,22,0.16,0.64,0.19,0.16,0.69,0.16,0.38,0.12,0.23,Sí,54.419,Sí
Masculino,66,17,"Campeche, Coahuila",Prepago,app,90,11,39,12,2.56,7.51,4.19,2.37,11.45,1.81,6.49,1.63,2.67,Sí,38.304,Sí
Masculino,24,23,Sonora,Postpago,app,618,5,70,10,3.14,11.49,5.03,4.24,7.91,3.91,6.99,4.64,5.64,No,149.447,No
Masculino,63,4,Puebla,Prepago,tienda,613,9,15,28,1.5,3.9,1.42,1.28,5.16,1.85,3.19,1.75,2.94,Sí,139.247,Sí
Femenino,35,33,Baja California,Prepago,app,550,3,33,25,3.07,7.3,2.68,4.58,9.36,2.82,7.51,3.82,4.1,No,137.672,No
Femenino,38,37,Sinaloa,Postpago,tienda,725,14,65,6,3.52,9.04,4.05,1.47,8.61,1.36,6.16,1.64,3.13,No,167.294,No
Masculino,66,24,San Luis Potosi,Postpago,tienda,632,11,24,4,4.52,10.1,2.07,1.02,8.79,3.91,6.69,4.28,6.62,No,146.8,No
Femenino,28,53,"Campeche, Coahuila",Prepago,tienda,219,14,64,40,0,0,0,0,0,0,0,0,0,No,66.95,No
Masculino,24,71,México,Prepago,tienda,812,2,30,33,0.31,0.66,0.31,0.08,0.56,0.18,0.46,0.03,0.16,No,185.275,No
Femenino,68,61,Sinaloa,Postpago,app,691,12,63,12,0.39,1.57,0.81,0.26,1.15,0.66,1.07,0.56,0.39,Sí,156.158,Sí
Femenino,43,28,Durango,Postpago,app,223,13,51,1,2.65,3.38,1.52,1.19,4.36,1.09,3.08,0.76,2.67,No,57.86,No
Femenino,62,33,Quintana Roo,Postpago,tienda,555,4,47,12,4.37,6.75,3.26,2.64,9.24,1.09,5.68,2.64,4.33,Sí,133.9,Sí
Masculino,56,7,Veracruz,Postpago,tienda,272,13,49,3,3.7,8.11,2.73,4.62,8.65,2.06,8.26,2.49,5.38,Sí,72.6,Sí
Femenino,42,26,Hidalgo,Postpago,app,430,11,63,54,7.02,10.01,6.62,2.5,12.3,2.04,7.3,0.6,5.61,No,125.45,No
Femenino,30,56,Durango,Postpago,app,323,13,60,33,3.4,7.09,3.58,3.33,8.79,2.9,7.1,0.74,6.75,Sí,99.004,Sí
Masculino,19,3,Morelos,Prepago,app,492,5,30,25,2.51,9.3,1.89,3.35,6.57,2.26,8.07,3.86,3.38,Sí,120.207,Sí
Femenino,54,21,Chihuahua,Prepago,app,324,8,55,38,0.39,0.54,0.3,0.16,0.67,0.24,0.4,0.03,0.23,Sí,82.988,Sí
Femenino,36,56,Hidalgo,Postpago,app,94,9,43,34,2.22,6.45,3.5,3.37,8.43,1.1,4.94,2.86,2.02,No,50.017,No
Femenino,29,53,Chiapas,Postpago,tienda,803,14,35,2,4.04,6.52,4.31,0.41,8.51,0.85,4.26,1.11,2.38,No,180.617,No
Masculino,52,7,Michoacán,Postpago,app,273,14,9,50,4.83,11.15,5.93,1.31,9.38,2.04,9.02,0.61,6.74,No,86.403,No
Masculino,53,23,Colima,Postpago,tienda,180,5,12,6,1.97,3.55,2.62,0.94,3.33,1.27,3.66,1.61,2.06,No,48.153,No
Femenino,17,30,Nayarit,Postpago,app,313,2,4,48,2.76,7.11,2.66,3.51,9.96,0.65,8.49,2.47,5.4,No,94.603,No
Femenino,70,46,Guerrero,Postpago,tienda,277,10,18,29,5.7,8.65,2.76,1.96,11.09,3.14,6.32,3.57,6.8,No,86.897,No
Masculino,67,54,México,Prepago,tienda,378,10,68,49,3.49,10.72,2.1,3.58,11.09,2.38,5.73,0.68,6.53,Sí,115.69,Sí
Masculino,49,20,Tabasco,Prepago,app,894,14,17,48,1.68,6.52,3.16,0.81,6.88,0.68,3.74,2.42,2.21,No,205.48,No
Femenino,39,60,Guanajuato,Postpago,app,788,12,41,52,5.72,9.2,3.38,3.47,7.34,2.79,8.1,2.7,3.29,No,198.047,No
Masculino,39,19,Colima,Postpago,tienda,756,9,10,16,1.57,5.27,2.72,0.46,5.18,2.2,3.85,0.67,3.09,Sí,166.853,Sí
Femenino,46,23,Morelos,Prepago,app,643,3,4,0,3.39,4.79,2.93,1.81,5.96,1.61,5.45,1.41,4.66,No,141.853,No
Femenino,37,58,Morelos,Postpago,app,659,12,11,5,0.46,0.99,0.17,0.17,0.75,0.29,0.46,0.26,0.41,Sí,143.738,Sí
Masculino,34,11,Sonora,Postpago,tienda,463,1,69,34,0.28,0.95,0.45,0.18,0.85,0.37,0.82,0.27,0.47,No,109.292,No
Masculino,68,59,Jalisco,Prepago,tienda,272,12,10,42,0.87,1.54,0.75,0.08,1.82,0.27,1.23,0.45,1,Sí,78.753,Sí
Masculino,32,32,México,Prepago,app,149,12,66,11,6.29,10.56,2.96,0.55,7.08,0.84,5.34,1.88,5.76,Sí,53.578,Sí
Masculino,37,1,Tamaulipas,Postpago,app,739,2,43,42,7.13,11.05,2.43,0.54,10.85,5.47,7.61,0.69,4.19,No,177.688,No
Femenino,19,58,Guanajuato,Postpago,app,479,2,45,33,0.9,2.47,0.94,0.27,3.27,1.12,2.6,0.14,1.81,No,120.706,No
Masculino,25,46,Michoacán,Postpago,app,251,8,50,35,5.67,6.98,2.37,2.42,9.2,4.4,6.36,1.09,5.52,Sí,83.303,Sí
Femenino,61,22,Nayarit,Prepago,app,757,5,7,49,2.07,2.48,1.49,0.57,2.31,0.6,2.97,0.29,0.79,Sí,173.821,Sí
Masculino,66,8,Baja California,Prepago,tienda,415,9,53,15,0.85,1.18,0.93,0.14,1.41,0.27,1.07,0.62,0.51,Sí,93.444,Sí
Masculino,54,67,Oaxaca,Prepago,app,433,1,3,49,4.07,9.59,2.28,2.53,7.01,0.84,6.9,1.1,5.91,No,123.569,No
Masculino,18,41,Quintana Roo,Prepago,app,808,12,69,12,1.49,2.22,1.11,0.63,1.62,0.8,1.01,0.1,0.61,Sí,177.677,Sí
Femenino,26,60,Yucatán,Postpago,tienda,951,9,14,13,2.7,8.89,2.61,3.29,8.8,1.48,6.43,0.47,4.23,No,215.47,No
Masculino,64,29,Jalisco,Postpago,tienda,527,2,32,11,3.66,7.58,6.06,3.05,6.78,1.95,8.61,0.77,2.37,No,126.899,No
Femenino,42,63,Chihuahua,Postpago,app,189,1,21,47,4.29,8.31,2.32,2.11,6.4,0.45,5.67,2.42,3.03,No,72.9,No
Masculino,56,21,Chiapas,Postpago,tienda,632,6,19,38,3.4,9.96,4.46,2.03,10.47,2.84,6.6,2.09,5.19,Sí,156.012,Sí
Masculino,58,16,Morelos,Prepago,app,666,14,12,28,2.18,6.14,3.5,0.58,4.8,1.33,5.85,2.82,3.81,No,153.903,No
Femenino,24,42,Veracruz,Postpago,tienda,765,13,39,41,0.86,3.1,0.82,0.34,3.46,0.44,2.52,0.92,1.11,No,177.621,No
Femenino,18,50,Guerrero,Postpago,tienda,748,0,64,28,4.04,10.89,2,4.6,10.22,1.16,5.48,3.84,3.07,Sí,182.29,Sí
Masculino,17,40,Guanajuato,Prepago,tienda,864,9,25,40,1.52,2.19,1.33,0.17,1.78,1.16,1.22,1.12,1.52,Sí,195.653,Sí
Femenino,52,13,Quintana Roo,Postpago,tienda,744,5,15,4,4.34,7.97,4.9,1.93,7.57,2.71,8.07,1.32,3.93,Sí,165.522,Sí
